"Mass","L1","L2","L3","L4","L5","L6","L7","L8","L9"
167.9,NA,NA,NA,NA,0.360874346989277,NA,NA,NA,NA
169,NA,NA,NA,NA,0.666758317294473,NA,NA,NA,NA
172.9,NA,NA,NA,NA,0.264641187792136,NA,NA,NA,NA
178,NA,NA,NA,NA,0.338534506461369,NA,NA,0.00680059151715947,1.71772239529249
179.1,NA,NA,NA,NA,0.95889469342865,3.06929590017825,NA,NA,NA
180.9,NA,NA,NA,NA,0.792205114105032,1.34803921568627,1.56767955801105,NA,1.78262374524057
182,NA,NA,NA,NA,0.292136376134176,NA,NA,0.0107442020378821,NA
183,NA,NA,NA,NA,0.463981303271927,NA,NA,NA,NA
184.1,NA,NA,NA,NA,0.802515809733297,NA,NA,0.0659913772894918,NA
186,NA,NA,NA,NA,0.795642012647787,NA,NA,NA,NA
187.2,NA,NA,NA,NA,0.501787187242233,NA,NA,NA,NA
191.8,NA,NA,NA,NA,0.536156172669783,NA,NA,NA,NA
192.2,NA,NA,NA,NA,0.721748693978554,NA,NA,NA,NA
193.9,NA,NA,NA,NA,0.553340665383558,NA,NA,0.00986513096205539,3.09363101419176
196,NA,NA,NA,NA,0.654729172394831,NA,0.925414364640884,NA,1.58359293873313
197.1,NA,NA,NA,NA,2.54502337091009,NA,NA,0.0641721885353504,NA
198,NA,NA,NA,NA,0.905622766015947,NA,0.86671270718232,NA,NA
202.2,NA,NA,NA,NA,0.460544404729172,NA,NA,16.4405826092392,NA
204.8,NA,NA,NA,NA,0.273233434149024,NA,NA,NA,NA
211.1,NA,NA,NA,NA,0.51037943359912,1.94407308377897,NA,NA,NA
212.1,NA,NA,NA,NA,2.60860599395106,NA,NA,0.0524390315371632,NA
215.1,NA,NA,NA,NA,0.647855375309321,NA,NA,0.166620596830656,NA
225,NA,NA,NA,NA,0.408990926587847,NA,NA,0.00991396824404576,NA
226.1,NA,NA,NA,NA,0.295573274676932,NA,NA,0.0316465587297618,NA
227.1,NA,NA,NA,NA,0.642700027495188,NA,NA,NA,NA
228,NA,NA,NA,NA,0.338534506461369,NA,NA,NA,NA
236.8,NA,NA,NA,NA,0.391806433874072,NA,NA,NA,NA
238,NA,NA,NA,NA,0.297291723948309,NA,NA,NA,NA
249.8,NA,NA,NA,NA,0.273233434149024,NA,NA,NA,NA
252,NA,NA,NA,NA,0.364311245532032,1.4093137254902,NA,0.00660524238919797,NA
254,NA,NA,NA,NA,3.86307396205664,7.35294117647059,5.45234806629834,NA,7.43769470404984
255.1,NA,NA,NA,NA,7.32059389606819,3.26983065953654,NA,0.0746111575607926,NA
258.2,NA,NA,NA,NA,1.71501237283475,NA,NA,2.74035756704382,NA
265,NA,NA,NA,NA,0.807671157547429,NA,2.42058011049724,0.0182773527848972,4.71183800623053
267,NA,NA,NA,NA,1.53457519934012,8.00467914438503,4.9482044198895,0.0449791367131337,8.53236413984078
270,NA,NA,NA,NA,0.371185042617542,NA,1.17403314917127,NA,NA
271.1,NA,NA,NA,NA,0.45538905691504,NA,NA,NA,NA
284.8,NA,NA,NA,NA,0.500068737970855,NA,NA,NA,NA
294.9,NA,NA,NA,NA,0.53100082485565,NA,1.49861878453039,NA,NA
295.9,NA,NA,NA,NA,0.354000549903767,NA,NA,NA,0.826410522672205
297.1,NA,NA,NA,NA,1.97449821281276,NA,0.673342541436464,NA,NA
298,NA,NA,NA,NA,0.335097607918614,NA,1.01174033149171,NA,NA
310.9,NA,NA,NA,NA,0.927962606543855,2.71836007130125,NA,NA,NA
313,NA,NA,NA,NA,0.563651361011823,NA,1.12223756906077,NA,2.11578400830737
314.9,NA,NA,NA,NA,0.682224360736871,NA,NA,NA,NA
329.9,NA,NA,NA,NA,0.276670332691779,NA,NA,NA,1.63118726202838
331.9,NA,NA,NA,NA,0.484602694528458,NA,NA,NA,2.0552094150225
333.1,NA,NA,NA,NA,0.341971405004124,NA,NA,0.0100726894105145,NA
344.1,NA,NA,NA,NA,0.53100082485565,2.95231729055258,1.50552486187845,0.0158476980058761,2.42731048805815
345,NA,NA,NA,NA,0.582554302996976,1.16421568627451,1.1878453038674,0.00930350221916609,1.13793700242298
347.1,NA,NA,NA,NA,0.311039318119329,NA,NA,NA,NA
357.1,NA,NA,NA,NA,0.604894143524883,NA,NA,NA,NA
377,NA,NA,NA,NA,0.343689854275502,NA,NA,NA,1.3153340256144
382.9,NA,NA,NA,NA,0.288699477591422,NA,0.908149171270718,NA,NA
384.8,NA,NA,NA,NA,0.331660709375859,1.10294117647059,NA,NA,NA
386.9,NA,NA,NA,NA,0.321350013747594,NA,NA,NA,NA
389,NA,NA,NA,NA,0.359155897717899,NA,NA,NA,NA
399.1,NA,NA,NA,NA,0.575680505911466,NA,NA,0.0175936308370319,NA
404,NA,NA,NA,NA,0.321350013747594,1.24220142602496,NA,NA,NA
405,NA,NA,NA,NA,1.57925488039593,4.70142602495544,NA,NA,6.55070958809277
406,NA,NA,NA,NA,0.685661259279626,NA,NA,NA,1.35860159224645
406.9,NA,NA,NA,NA,0.302447071762442,NA,NA,NA,0.74852890273451
414.9,NA,NA,NA,NA,0.750962331591971,NA,NA,NA,2.03357563170647
416.1,NA,NA,NA,NA,0.266359637063514,NA,NA,NA,NA
417.2,NA,NA,NA,NA,0.276670332691779,NA,NA,0.0106221088329062,NA
431.1,NA,NA,NA,NA,0.816263403904317,NA,NA,NA,NA
451,NA,NA,NA,NA,0.350563651361012,NA,NA,NA,NA
479.1,NA,NA,NA,NA,0.331660709375859,NA,0.770027624309392,0.0114523426267425,NA
57.2,NA,NA,NA,NA,NA,5.13591800356506,NA,NA,NA
61,NA,NA,NA,NA,NA,0.969251336898396,NA,NA,NA
69,NA,NA,NA,NA,NA,1.61541889483066,1.58839779005525,NA,1.36725510557286
69.9,NA,NA,NA,NA,NA,0.919117647058824,NA,NA,NA
77.8,NA,NA,NA,NA,NA,1.3424688057041,NA,NA,NA
82.9,NA,NA,NA,NA,NA,1.10294117647059,NA,NA,NA
86.9,NA,NA,NA,NA,NA,2.39527629233512,NA,NA,2.04655590169609
88.9,NA,NA,NA,NA,NA,1.99420677361854,NA,NA,NA
106.9,NA,NA,NA,NA,NA,0.991532976827094,NA,NA,NA
115,NA,NA,NA,NA,NA,1.65998217468806,2.80386740331492,NA,3.49601938386985
116.9,NA,NA,NA,NA,NA,2.80748663101604,NA,NA,NA
117.8,NA,NA,NA,NA,NA,1.30347593582888,NA,NA,NA
118.8,NA,NA,NA,NA,NA,5.23618538324421,NA,NA,NA
125,NA,NA,NA,NA,NA,1.14750445632799,NA,NA,NA
136.9,NA,NA,NA,NA,NA,1.46501782531194,1.13604972375691,NA,NA
148.1,NA,NA,NA,NA,NA,4.8629679144385,NA,0.03794656810652,NA
151,NA,NA,NA,NA,NA,0.907976827094474,NA,NA,NA
152,NA,NA,NA,NA,NA,1.03052584670232,0.842541436464088,NA,0.886985115957079
155.1,NA,NA,NA,NA,NA,1.58756684491979,NA,0.139528114646496,NA
158.8,NA,NA,NA,NA,NA,1.01381461675579,NA,NA,NA
160.8,NA,NA,NA,NA,NA,1.49286987522282,NA,NA,NA
163,NA,NA,NA,NA,NA,3.13057040998217,2.36878453038674,0.0162017683003063,3.93302180685358
166.2,NA,NA,NA,NA,NA,1.11408199643494,NA,NA,NA
172,NA,NA,NA,NA,NA,1.08622994652406,2.29972375690608,NA,NA
176,NA,NA,NA,NA,NA,0.846702317290553,1.06353591160221,NA,NA
185.9,NA,NA,NA,NA,NA,1.87722816399287,1.18439226519337,NA,NA
189,NA,NA,NA,NA,NA,1.20877896613191,NA,NA,NA
194.9,NA,NA,NA,NA,NA,5.37544563279857,NA,NA,NA
195.9,NA,NA,NA,NA,NA,1.2533422459893,NA,NA,NA
197.9,NA,NA,NA,NA,NA,2.11675579322638,NA,NA,1.7263759086189
210.1,NA,NA,NA,NA,NA,1.62098930481283,1.97513812154696,0.0295343462836782,NA
215,NA,NA,NA,NA,NA,1.3870320855615,NA,NA,NA
222.1,NA,NA,NA,NA,NA,1.86051693404635,NA,0.00568954335187848,1.17255105572863
224.9,NA,NA,NA,NA,NA,1.20877896613191,0.759668508287293,NA,NA
226,NA,NA,NA,NA,NA,2.36185383244207,NA,NA,NA
237,NA,NA,NA,NA,NA,2.02762923351159,1.03245856353591,NA,2.08549671166494
237.9,NA,NA,NA,NA,NA,1.08065953654189,NA,NA,NA
249,NA,NA,NA,NA,NA,4.89639037433155,NA,0.0212320083453147,4.46521287642783
250,NA,NA,NA,NA,NA,1.00267379679144,NA,NA,1.52734510211146
256,NA,NA,NA,NA,NA,4.1165329768271,3.06629834254144,NA,NA
265.8,NA,NA,NA,NA,NA,1.08622994652406,NA,NA,NA
269.9,NA,NA,NA,NA,NA,1.41488413547237,NA,NA,NA
271,NA,NA,NA,NA,NA,1.10851158645276,1.74723756906077,NA,1.95136725510557
283.9,NA,NA,NA,NA,NA,2.18917112299465,NA,NA,NA
284.9,NA,NA,NA,NA,NA,1.94407308377897,0.790745856353591,NA,NA
298.2,NA,NA,NA,NA,NA,5.16934046345811,NA,0.802396543101832,NA
299.1,NA,NA,NA,NA,NA,0.835561497326203,NA,NA,NA
301.1,NA,NA,NA,NA,NA,5.69852941176471,NA,NA,NA
302.2,NA,NA,NA,NA,NA,1.45944741532977,NA,0.00438314605863599,NA
314,NA,NA,NA,NA,NA,1.09737076648841,NA,NA,0.696607822776047
316,NA,NA,NA,NA,NA,1.23106060606061,NA,NA,NA
323,NA,NA,NA,NA,NA,1.04166666666667,NA,NA,NA
325.9,NA,NA,NA,NA,NA,6.55637254901961,NA,NA,NA
330,NA,NA,NA,NA,NA,1.14750445632799,NA,NA,NA
332.1,NA,NA,NA,NA,NA,1.43159536541889,NA,0.0236372444833406,NA
357.2,NA,NA,NA,NA,NA,3.45922459893048,NA,NA,2.02492211838006
358,NA,NA,NA,NA,NA,1.13079322638146,NA,0.0030889580858911,NA
377.1,NA,NA,NA,NA,NA,1.00267379679144,NA,0.0102192012564856,NA
382.8,NA,NA,NA,NA,NA,1.13079322638146,NA,NA,NA
387,NA,NA,NA,NA,NA,1.53186274509804,NA,NA,1.76531671858775
401.1,NA,NA,NA,NA,NA,3.19741532976827,NA,0.0118308315621679,NA
402.1,NA,NA,NA,NA,NA,0.924688057040998,0.645718232044199,NA,NA
406.2,NA,NA,NA,NA,NA,1.56528520499109,NA,0.0212197990248172,NA
407.1,NA,NA,NA,NA,NA,0.946969696969697,NA,NA,NA
415.1,NA,NA,NA,NA,NA,3.11385918003565,NA,0.0259936433393761,NA
416.8,NA,NA,NA,NA,NA,0.896836007130125,NA,NA,NA
430,NA,NA,NA,NA,NA,3.24197860962567,NA,NA,NA
431.2,NA,NA,NA,NA,NA,2.07776292335116,NA,0.0259203874163906,3.43977154724818
451.1,NA,NA,NA,NA,NA,1.12522281639929,NA,0.00488372819903732,NA
503,NA,NA,NA,NA,NA,0.991532976827094,0.683701657458564,NA,NA
59.1,NA,NA,NA,NA,NA,NA,4.05041436464088,0.039057616271801,NA
60,NA,NA,NA,NA,NA,NA,0.600828729281768,0.00410233168719135,NA
63.1,NA,NA,NA,NA,NA,NA,1.63674033149171,0.470889072951178,NA
67.1,NA,NA,NA,NA,NA,NA,0.593922651933702,0.110982723323123,NA
70,NA,NA,NA,NA,NA,NA,1.9371546961326,NA,NA
71.2,NA,NA,NA,NA,NA,NA,1.13259668508287,NA,NA
71.8,NA,NA,NA,NA,NA,NA,0.766574585635359,NA,NA
81.1,NA,NA,NA,NA,NA,NA,0.728591160220994,0.0174227003500656,NA
84.9,NA,NA,NA,NA,NA,NA,0.687154696132597,NA,NA
86.1,NA,NA,NA,NA,NA,NA,3.52209944751381,NA,NA
98,NA,NA,NA,NA,NA,NA,0.593922651933702,NA,NA
100,NA,NA,NA,NA,NA,NA,1.17403314917127,NA,NA
106.8,NA,NA,NA,NA,NA,NA,0.656077348066298,NA,NA
119,NA,NA,NA,NA,NA,NA,4.92058011049724,NA,5.87573554863275
119.9,NA,NA,NA,NA,NA,NA,0.676795580110497,NA,NA
120.9,NA,NA,NA,NA,NA,NA,0.683701657458564,NA,0.874004845967463
124.9,NA,NA,NA,NA,NA,NA,0.773480662983425,0.00667849831218353,NA
128,NA,NA,NA,NA,NA,NA,0.839088397790055,NA,NA
134.1,NA,NA,NA,NA,NA,NA,2.35497237569061,0.0178866545289742,NA
149.9,NA,NA,NA,NA,NA,NA,1.02209944751381,NA,NA
153.9,NA,NA,NA,NA,NA,NA,1.77140883977901,NA,NA
160,NA,NA,NA,NA,NA,NA,0.94267955801105,NA,NA
161,NA,NA,NA,NA,NA,NA,1.33632596685083,NA,NA
170.1,NA,NA,NA,NA,NA,NA,0.600828729281768,0.181808991529662,NA
175.1,NA,NA,NA,NA,NA,NA,6.09461325966851,0.358270300681378,NA
177.1,NA,NA,NA,NA,NA,NA,4.08494475138122,NA,NA
187,NA,NA,NA,NA,NA,NA,1.52969613259669,NA,0.683627552786431
187.7,NA,NA,NA,NA,NA,NA,0.562845303867403,NA,NA
188.2,NA,NA,NA,NA,NA,NA,0.538674033149171,NA,NA
189.2,NA,NA,NA,NA,NA,NA,0.662983425414365,NA,NA
200.2,NA,NA,NA,NA,NA,NA,1.46754143646409,NA,NA
206.1,NA,NA,NA,NA,NA,NA,0.631906077348066,NA,NA
210.9,NA,NA,NA,NA,NA,NA,0.593922651933702,NA,NA
213,NA,NA,NA,NA,NA,NA,1.13259668508287,NA,1.54897888542748
214,NA,NA,NA,NA,NA,NA,1.02555248618785,NA,NA
230.1,NA,NA,NA,NA,NA,NA,1.26726519337017,NA,NA
231,NA,NA,NA,NA,NA,NA,0.652624309392265,NA,NA
249.1,NA,NA,NA,NA,NA,NA,2.90745856353591,NA,NA
249.9,NA,NA,NA,NA,NA,NA,1.2707182320442,NA,NA
251,NA,NA,NA,NA,NA,NA,3.04558011049724,NA,5.57286258220838
251.9,NA,NA,NA,NA,NA,NA,1.2707182320442,NA,1.69608861197646
265.9,NA,NA,NA,NA,NA,NA,1.04281767955801,NA,NA
284.1,NA,NA,NA,NA,NA,NA,1.36395027624309,NA,NA
286.2,NA,NA,NA,NA,NA,NA,2.28591160220994,NA,21.5342679127726
287,NA,NA,NA,NA,NA,NA,0.652624309392265,NA,NA
316.1,NA,NA,NA,NA,NA,NA,0.583563535911602,NA,1.22447213568709
322.8,NA,NA,NA,NA,NA,NA,0.535220994475138,NA,NA
329.1,NA,NA,NA,NA,NA,NA,3.41160220994475,NA,NA
330.1,NA,NA,NA,NA,NA,NA,2.05801104972376,NA,NA
332,NA,NA,NA,NA,NA,NA,1.33977900552486,NA,NA
333,NA,NA,NA,NA,NA,NA,1.25690607734807,NA,NA
338.9,NA,NA,NA,NA,NA,NA,1.06698895027624,NA,0.731221876081689
343.1,NA,NA,NA,NA,NA,NA,6.1982044198895,NA,NA
346.9,NA,NA,NA,NA,NA,NA,0.531767955801105,NA,NA
356.9,NA,NA,NA,NA,NA,NA,1.21201657458564,NA,NA
376.9,NA,NA,NA,NA,NA,NA,0.808011049723757,NA,NA
387.1,NA,NA,NA,NA,NA,NA,0.69060773480663,0.00622675345377258,NA
400.9,NA,NA,NA,NA,NA,NA,1.29488950276243,NA,2.86431291104188
403,NA,NA,NA,NA,NA,NA,1.49516574585635,NA,4.14503288335064
403.9,NA,NA,NA,NA,NA,NA,0.725138121546961,NA,0.917272412599515
406.8,NA,NA,NA,NA,NA,NA,0.528314917127072,NA,NA
417,NA,NA,NA,NA,NA,NA,1.2810773480663,NA,NA
50.1,NA,NA,NA,NA,NA,NA,NA,0.109248999812465,NA
52.1,NA,NA,NA,NA,NA,NA,NA,0.129797286209914,NA
53.1,NA,NA,NA,NA,NA,NA,NA,0.267335281615303,NA
56.1,NA,NA,NA,NA,NA,NA,NA,0.413358754766519,1.87781239183108
61.1,NA,NA,NA,NA,NA,NA,NA,0.0226727081640308,NA
66.1,NA,NA,NA,NA,NA,NA,NA,0.0578965977995874,NA
71.1,NA,NA,NA,NA,NA,NA,NA,0.360321466524973,NA
72.1,NA,NA,NA,NA,NA,NA,NA,0.0975280521347753,0.943232952578747
79.1,NA,NA,NA,NA,NA,NA,NA,0.035993076826905,NA
80.1,NA,NA,NA,NA,NA,NA,NA,0.0201697974620241,NA
82.1,NA,NA,NA,NA,NA,NA,NA,0.0731216204600863,NA
83.1,NA,NA,NA,NA,NA,NA,NA,0.149442082890542,NA
84.1,NA,NA,NA,NA,NA,NA,NA,0.519042632993686,NA
85.1,NA,NA,NA,NA,NA,NA,NA,0.537405451022067,NA
86.2,NA,NA,NA,NA,NA,NA,NA,1.46043008064012,NA
87.1,NA,NA,NA,NA,NA,NA,NA,0.269679471150841,NA
91.1,NA,NA,NA,NA,NA,NA,NA,0.766256954428955,6.39061959155417
93.1,NA,NA,NA,NA,NA,NA,NA,0.0235395699193599,NA
93.8,NA,NA,NA,NA,NA,NA,NA,0.0157622327623929,NA
95.1,NA,NA,NA,NA,NA,NA,NA,0.0181064222979309,NA
96.1,NA,NA,NA,NA,NA,NA,NA,0.0569686894417703,NA
98.1,NA,NA,NA,NA,NA,NA,NA,0.0515843791023317,NA
99,NA,NA,NA,NA,NA,NA,NA,0.0417558761017691,NA
100.1,NA,NA,NA,NA,NA,NA,NA,0.0860268722260424,NA
107.3,NA,NA,NA,NA,NA,NA,NA,0.0256762010064387,NA
109.2,NA,NA,NA,NA,NA,NA,NA,0.00306453944489592,NA
110.1,NA,NA,NA,NA,NA,NA,NA,0.0121116459336126,NA
113.9,NA,NA,NA,NA,NA,NA,NA,0.091472229167969,NA
120.2,NA,NA,NA,NA,NA,NA,NA,0.0258593408139026,NA
122.1,NA,NA,NA,NA,NA,NA,NA,0.0834629149215478,NA
124.2,NA,NA,NA,NA,NA,NA,NA,0.00269825982996812,NA
126,NA,NA,NA,NA,NA,NA,NA,0.0106709461148965,NA
135.2,NA,NA,NA,NA,NA,NA,NA,0.111898422360443,NA
137.1,NA,NA,NA,NA,NA,NA,NA,0.0078383837594549,0.91294565593631
139.1,NA,NA,NA,NA,NA,NA,NA,0.00717908045258486,NA
140.1,NA,NA,NA,NA,NA,NA,NA,0.0199011924110771,NA
141.1,NA,NA,NA,NA,NA,NA,NA,0.029180275989248,NA
142.1,NA,NA,NA,NA,NA,NA,NA,0.156218255766706,NA
144.2,NA,NA,NA,NA,NA,NA,NA,1.76595611677189,NA
149.2,NA,NA,NA,NA,NA,NA,NA,0.0190587492967431,NA
151.1,NA,NA,NA,NA,NA,NA,NA,0.00227093361255235,NA
152.1,NA,NA,NA,NA,NA,NA,NA,0.0106587367943989,NA
159.1,NA,NA,NA,NA,NA,NA,NA,0.299763236856911,NA
160.1,NA,NA,NA,NA,NA,NA,NA,0.101203057604551,NA
161.1,NA,NA,NA,NA,NA,NA,NA,0.111190281771582,NA
166,NA,NA,NA,NA,NA,NA,NA,0.00852210570732012,NA
167.1,NA,NA,NA,NA,NA,NA,NA,0.00940117678314684,NA
168.1,NA,NA,NA,NA,NA,NA,NA,0.0367256360567606,NA
169.1,NA,NA,NA,NA,NA,NA,NA,0.0947565363818216,NA
176.1,NA,NA,NA,NA,NA,NA,NA,0.0364570310058136,NA
180.1,NA,NA,NA,NA,NA,NA,NA,0.00587268315934238,NA
181.1,NA,NA,NA,NA,NA,NA,NA,0.0105732715509158,NA
183.1,NA,NA,NA,NA,NA,NA,NA,0.0324767925235982,NA
186.1,NA,NA,NA,NA,NA,NA,NA,0.349772613615053,NA
187.1,NA,NA,NA,NA,NA,NA,NA,0.11520714821529,NA
188.1,NA,NA,NA,NA,NA,NA,NA,0.0831088446271176,NA
189.1,NA,NA,NA,NA,NA,NA,NA,0.0209389846533725,NA
190.2,NA,NA,NA,NA,NA,NA,NA,0.0063732652997437,NA
193.1,NA,NA,NA,NA,NA,NA,NA,0.0367500546977558,NA
196.1,NA,NA,NA,NA,NA,NA,NA,0.0165802572357317,NA
201.2,NA,NA,NA,NA,NA,NA,NA,100,NA
203.2,NA,NA,NA,NA,NA,NA,NA,1.37340204413328,NA
204.2,NA,NA,NA,NA,NA,NA,NA,0.0839879157029443,NA
207.1,NA,NA,NA,NA,NA,NA,NA,0.343228417828343,NA
208.1,NA,NA,NA,NA,NA,NA,NA,0.0720960375382884,NA
211.2,NA,NA,NA,NA,NA,NA,NA,0.0244430596361818,NA
213.2,NA,NA,NA,NA,NA,NA,NA,0.250144558354692,NA
216.1,NA,NA,NA,NA,NA,NA,NA,0.10105654575858,NA
217.2,NA,NA,NA,NA,NA,NA,NA,0.0681646363380634,NA
218.2,NA,NA,NA,NA,NA,NA,NA,0.723963868225292,NA
219.2,NA,NA,NA,NA,NA,NA,NA,0.115280404138276,NA
220.1,NA,NA,NA,NA,NA,NA,NA,0.0119040874851535,NA
221.2,NA,NA,NA,NA,NA,NA,NA,0.0230878250609489,NA
224.1,NA,NA,NA,NA,NA,NA,NA,0.0100971080515097,NA
227.2,NA,NA,NA,NA,NA,NA,NA,0.0432820411639682,NA
228.2,NA,NA,NA,NA,NA,NA,NA,0.130383333593799,NA
229.2,NA,NA,NA,NA,NA,NA,NA,0.249656185534788,NA
230.2,NA,NA,NA,NA,NA,NA,NA,0.563289210476964,NA
231.2,NA,NA,NA,NA,NA,NA,NA,0.253758517221979,NA
232.2,NA,NA,NA,NA,NA,NA,NA,0.0397413382196662,NA
233.2,NA,NA,NA,NA,NA,NA,NA,0.00461512314809027,NA
235,NA,NA,NA,NA,NA,NA,NA,0.00415116896918172,NA
235.9,NA,NA,NA,NA,NA,NA,NA,0.00197790992061011,NA
236.9,NA,NA,NA,NA,NA,NA,NA,0.00695931268362818,NA
238.1,NA,NA,NA,NA,NA,NA,NA,0.00697152200412577,NA
239.1,NA,NA,NA,NA,NA,NA,NA,0.0253221307120085,NA
240.1,NA,NA,NA,NA,NA,NA,NA,0.24731199599925,NA
241.2,NA,NA,NA,NA,NA,NA,NA,0.0622675345377258,NA
242.2,NA,NA,NA,NA,NA,NA,NA,0.170930486966306,NA
243.2,NA,NA,NA,NA,NA,NA,NA,0.11546354394574,NA
244.2,NA,NA,NA,NA,NA,NA,NA,0.0351262150715759,NA
245.2,NA,NA,NA,NA,NA,NA,NA,0.0134668805088454,NA
250.1,NA,NA,NA,NA,NA,NA,NA,0.00575058995436644,NA
251.1,NA,NA,NA,NA,NA,NA,NA,0.0206093329999375,NA
253.1,NA,NA,NA,NA,NA,NA,NA,0.163458382821779,NA
257.2,NA,NA,NA,NA,NA,NA,NA,16.2968056510596,NA
260.1,NA,NA,NA,NA,NA,NA,NA,0.020413983871976,NA
261,NA,NA,NA,NA,NA,NA,NA,0.00368721479027318,NA
263.1,NA,NA,NA,NA,NA,NA,NA,0.00316221400887666,NA
266.1,NA,NA,NA,NA,NA,NA,NA,0.0113058307807714,NA
268.1,NA,NA,NA,NA,NA,NA,NA,0.0415605269738076,NA
269.2,NA,NA,NA,NA,NA,NA,NA,0.0502047258861036,NA
270.2,NA,NA,NA,NA,NA,NA,NA,0.423419234856536,NA
271.2,NA,NA,NA,NA,NA,NA,NA,0.127685073763831,NA
272.2,NA,NA,NA,NA,NA,NA,NA,0.136597877727074,NA
273.2,NA,NA,NA,NA,NA,NA,NA,0.209804963430643,NA
274.2,NA,NA,NA,NA,NA,NA,NA,1.49735106582484,NA
275.2,NA,NA,NA,NA,NA,NA,NA,0.251609676814403,NA
276.2,NA,NA,NA,NA,NA,NA,NA,0.0254198052759892,NA
277,NA,NA,NA,NA,NA,NA,NA,0.00302791148340314,NA
277.3,NA,NA,NA,NA,NA,NA,NA,0.00250291070200663,NA
279.2,NA,NA,NA,NA,NA,NA,NA,0.00233198021504032,NA
282.1,NA,NA,NA,NA,NA,NA,NA,0.0750384837782084,NA
283.1,NA,NA,NA,NA,NA,NA,NA,0.0463099526473714,NA
284.2,NA,NA,NA,NA,NA,NA,NA,0.21595846096143,NA
286.3,NA,NA,NA,NA,NA,NA,NA,61.9366131149591,NA
287.2,NA,NA,NA,NA,NA,NA,NA,13.3650059386135,6.86656282450675
288.2,NA,NA,NA,NA,NA,NA,NA,1.49061152091017,NA
289.2,NA,NA,NA,NA,NA,NA,NA,0.117160639494905,NA
290.2,NA,NA,NA,NA,NA,NA,NA,0.00451744858410952,NA
296.2,NA,NA,NA,NA,NA,NA,NA,0.00818024473338751,NA
297.2,NA,NA,NA,NA,NA,NA,NA,0.0262622483903232,NA
299.2,NA,NA,NA,NA,NA,NA,NA,0.155229300806401,NA
300.2,NA,NA,NA,NA,NA,NA,NA,0.0241134079827468,NA
301.2,NA,NA,NA,NA,NA,NA,NA,0.0203773559104832,NA
312.2,NA,NA,NA,NA,NA,NA,NA,0.0486053049009189,NA
313.2,NA,NA,NA,NA,NA,NA,NA,0.0573105504157029,NA
314.2,NA,NA,NA,NA,NA,NA,NA,0.0905199021691567,NA
315.2,NA,NA,NA,NA,NA,NA,NA,0.344791210852035,NA
316.2,NA,NA,NA,NA,NA,NA,NA,0.0609367186034881,NA
317.1,NA,NA,NA,NA,NA,NA,NA,0.00745989482402951,NA
323.1,NA,NA,NA,NA,NA,NA,NA,0.00374826139276114,NA
324,NA,NA,NA,NA,NA,NA,NA,0.00297907420141276,NA
330.2,NA,NA,NA,NA,NA,NA,NA,0.252488747890229,NA
331.2,NA,NA,NA,NA,NA,NA,NA,0.117465872507345,NA
342.1,NA,NA,NA,NA,NA,NA,NA,0.0614128821028943,NA
347.2,NA,NA,NA,NA,NA,NA,NA,0.00776512783646934,NA
348,NA,NA,NA,NA,NA,NA,NA,0.00333314449584297,NA
368.9,NA,NA,NA,NA,NA,NA,NA,0.00299128352191036,NA
373,NA,NA,NA,NA,NA,NA,NA,0.00350407498280928,NA
374.9,NA,NA,NA,NA,NA,NA,NA,0.00240523613802588,NA
378.1,NA,NA,NA,NA,NA,NA,NA,0.00410233168719135,NA
379,NA,NA,NA,NA,NA,NA,NA,0.00228314293304995,NA
383.9,NA,NA,NA,NA,NA,NA,NA,0.00321105129086704,NA
385.1,NA,NA,NA,NA,NA,NA,NA,0.00733780161905357,NA
388,NA,NA,NA,NA,NA,NA,NA,0.00332093517534538,NA
389.9,NA,NA,NA,NA,NA,NA,NA,0.00587268315934238,NA
391,NA,NA,NA,NA,NA,NA,NA,0.00490814684003251,NA
392.2,NA,NA,NA,NA,NA,NA,NA,0.00229535225354754,NA
398.2,NA,NA,NA,NA,NA,NA,NA,0.00189244467712696,NA
400,NA,NA,NA,NA,NA,NA,NA,0.00611686956929424,NA
402,NA,NA,NA,NA,NA,NA,NA,0.00484710023754454,NA
403.1,NA,NA,NA,NA,NA,NA,NA,0.0244552689566794,NA
404.1,NA,NA,NA,NA,NA,NA,NA,0.00842443114333938,NA
407.2,NA,NA,NA,NA,NA,NA,NA,0.00949885134712759,NA
408.1,NA,NA,NA,NA,NA,NA,NA,0.00357733090579484,NA
413.1,NA,NA,NA,NA,NA,NA,NA,0.00388256391823467,NA
418.1,NA,NA,NA,NA,NA,NA,NA,0.00554303150590736,NA
419.1,NA,NA,NA,NA,NA,NA,NA,0.00241744545852347,NA
420,NA,NA,NA,NA,NA,NA,NA,0.00196570060011252,NA
429.2,NA,NA,NA,NA,NA,NA,NA,0.0860268722260424,NA
432.1,NA,NA,NA,NA,NA,NA,NA,0.00945001406513721,NA
433.3,NA,NA,NA,NA,NA,NA,NA,0.00201453788210289,NA
435,NA,NA,NA,NA,NA,NA,NA,0.00262500390698256,NA
452.1,NA,NA,NA,NA,NA,NA,NA,0.00294244623991998,NA
455,NA,NA,NA,NA,NA,NA,NA,0.00229535225354754,NA
460.9,NA,NA,NA,NA,NA,NA,NA,0.00249070138150903,NA
463.1,NA,NA,NA,NA,NA,NA,NA,0.00325988857285741,NA
465,NA,NA,NA,NA,NA,NA,NA,0.0045540765456023,NA
