D:\MassHunter\GCMS\1\data\Victoria Marland\22FEB\220223042.D 24 Feb 22  04:04 am
Start of data points
3.09168,724
3.09645,546
3.1012,644
3.10597,798
3.11073,742
3.1155,613
3.12025,642
3.12502,790
3.12978,546
3.13453,775
3.1393,736
3.14407,667
3.14883,534
3.15358,578
3.15835,1077
3.16312,875
3.16787,563
3.17263,1310
3.1774,943
3.18217,980
3.18692,724
3.19168,636
3.19645,756
3.20122,1165
3.20597,1032
3.21073,798
3.2155,596
3.22025,1304
3.22502,802
3.22978,774
3.23455,662
3.2393,607
3.24407,772
3.24883,909
3.25358,575
3.25835,760
3.26312,868
3.26788,780
3.27263,913
3.2774,830
3.28217,578
3.28692,683
3.29168,647
3.29645,979
3.30122,627
3.30597,763
3.31073,856
3.3155,856
3.32025,795
3.32502,785
3.32978,961
3.33455,666
3.3393,737
3.34407,743
3.34883,638
3.3536,634
3.35835,596
3.36312,607
3.36788,669
3.37263,745
3.3774,798
3.38217,637
3.38693,745
3.39168,1049
3.39645,1099
3.40122,627
3.40597,695
3.41073,616
3.4155,764
3.42027,752
3.42502,658
3.42978,695
3.43455,914
3.4393,593
3.44407,787
3.44883,1028
3.4536,948
3.45835,1004
3.46312,828
3.46788,750
3.47263,716
3.4774,688
3.48217,1070
3.48693,587
3.49168,857
3.49645,724
3.50122,787
3.50597,775
3.51073,790
3.5155,936
3.52027,626
3.52502,1362
3.52978,770
3.53455,730
3.53932,652
3.54407,859
3.54883,740
3.5536,1036
3.55835,615
3.56312,630
3.56788,665
3.57265,731
3.5774,911
3.58217,729
3.58693,773
3.59168,580
3.59645,833
3.60122,710
3.60598,705
3.61073,825
3.6155,910
3.62027,931
3.62502,780
3.62978,693
3.63455,722
3.63932,689
3.64407,543
3.64883,929
3.6536,870
3.65835,951
3.66312,696
3.66788,701
3.67265,657
3.6774,604
3.68217,880
3.68693,730
3.6917,806
3.69645,683
3.70122,813
3.70598,733
3.71073,852
3.7155,840
3.72027,599
3.72503,810
3.72978,746
3.73455,886
3.73932,1019
3.74407,768
3.74883,629
3.7536,854
3.75837,946
3.76312,834
3.76788,1134
3.77265,694
3.7774,870
3.78217,801
3.78693,613
3.7917,759
3.79645,618
3.80122,875
3.80598,767
3.81073,669
3.8155,660
3.82027,681
3.82503,950
3.82978,851
