"Row.names","Numerator","V1","ratio","L.peak","P.peak","name"
"L1.S1",13388.986501516,13463.3548980161,0.994476235896364,"L1","S1","210526013"
"L2.S1",6123.41370512189,17275.8672336652,0.35444899073948,"L2","S1","210526013"
"L3.S1",2519.26260894442,20291.4882948013,0.124153663464392,"L3","S1","210526013"
"L4.S1",1989.15707897644,19198.4344691223,0.103610379386699,"L4","S1","210526013"
"L5.S1",705.653638965602,14109.8674841562,0.0500113583460631,"L5","S1","210526013"
"L6.S1",889.468113346726,18222.3887937207,0.0488118283182076,"L6","S1","210526013"
"L7.S1",12680.4033861996,20446.3171464298,0.62018031391114,"L7","S1","210526013"
"L8.S1",1661.13730872689,14626.9161732268,0.11356715858996,"L8","S1","210526013"
"L9.S1",1717.29291305524,19872.1069845904,0.0864172538114299,"L9","S1","210526013"
"L1.S10",1908.58568017481,14593.4188762553,0.13078399903125,"L1","S10","210526013"
"L2.S10",2081.82001970436,18725.9393294758,0.111173062300135,"L2","S10","210526013"
"L3.S10",2849.51195307252,21994.6804159714,0.129554596801659,"L3","S10","210526013"
"L4.S10",1525.01451346793,20809.8797141212,0.0732831969438573,"L4","S10","210526013"
"L5.S10",745.834174060926,15294.1973263357,0.0487658265515277,"L5","S10","210526013"
"L6.S10",752.477181410895,19751.9083918625,0.0380964292908985,"L6","S10","210526013"
"L7.S10",2536.75153803989,22162.5050260377,0.114461408358828,"L7","S10","210526013"
"L8.S10",15830.8855832562,15854.6451609343,0.998501412208416,"L8","S10","210526013"
"L9.S10",1362.27304422546,21540.0977970669,0.0632435867775379,"L9","S10","210526013"
"L1.S3",6580.45771400017,18300.9522149066,0.359569143546542,"L1","S3","210526013"
"L2.S3",23172.1448473468,23483.3608048887,0.986747384238245,"L2","S3","210526013"
"L3.S3",4120.56915993763,27582.5424246387,0.149390476646448,"L3","S3","210526013"
"L4.S3",3692.34938016751,26096.7369932584,0.14148701353435,"L4","S3","210526013"
"L5.S3",1530.9180650609,19179.7670448588,0.0798194295832843,"L5","S3","210526013"
"L6.S3",1634.51444360975,24769.9825995431,0.0659877106106605,"L6","S3","210526013"
"L7.S3",5159.3315434675,27793.003742535,0.185634183021807,"L7","S3","210526013"
"L8.S3",2158.47268537943,19882.599542638,0.108560889170986,"L8","S3","210526013"
"L9.S3",3257.16419626237,27012.4707466555,0.120580017533777,"L9","S3","210526013"
"L1.S4",12391.9616788596,12782.2427393674,0.969466934053307,"L1","S4","210526013"
"L2.S4",3365.8273141256,16401.8797830495,0.20520985147105,"L2","S4","210526013"
"L3.S4",2411.64828394348,19264.9403430197,0.125183272878252,"L3","S4","210526013"
"L4.S4",2002.58102138008,18227.1841943585,0.109867821602412,"L4","S4","210526013"
"L5.S4",681.972452319646,13396.0482041046,0.0509084800180615,"L5","S4","210526013"
"L6.S4",1126.22178963627,17300.5167446628,0.0650975809716035,"L6","S4","210526013"
"L7.S4",12643.6603599542,19411.9363911491,0.651334318492774,"L7","S4","210526013"
"L8.S4",1429.4036256603,13886.9393602714,0.102931509137976,"L8","S4","210526013"
"L9.S4",1881.41096889058,18866.7755655124,0.0997208538553727,"L9","S4","210526013"
"L1.S8",819.376186291467,13715.2101412935,0.0597421532627128,"L1","S8","210526013"
"L2.S8",1303.18343026279,17599.0420870298,0.0740485433137987,"L2","S8","210526013"
"L3.S8",3261.46024399567,20671.0755343607,0.157778933107485,"L3","S8","210526013"
"L4.S8",3952.94361197947,19557.5742541455,0.202118297525655,"L4","S8","210526013"
"L5.S8",13739.3066376709,14373.8168589407,0.955856525271149,"L5","S8","210526013"
"L6.S8",3384.94333518507,18563.269963199,0.182346286074361,"L6","S8","210526013"
"L7.S8",1835.2921448698,20828.8007263434,0.0881131933125944,"L7","S8","210526013"
"L8.S8",1183.598177254,14900.5378343291,0.0794332520351805,"L8","S8","210526013"
"L9.S8",1737.62572387065,20243.8489743804,0.0858347504009588,"L9","S8","210526013"
"L1.S9",13569.8948375981,18396.3275359399,0.737641510844342,"L1","S9","210526013"
"L2.S9",5735.09685936674,23605.7442223964,0.242953444099655,"L2","S9","210526013"
"L3.S9",13055.1271838816,27726.2887066775,0.470857362916281,"L3","S9","210526013"
"L4.S9",14148.1582512231,26232.7400077149,0.539332080715252,"L4","S9","210526013"
"L5.S9",3834.74811629696,19279.7223049876,0.198900588692863,"L5","S9","210526013"
"L6.S9",9218.69334304335,24899.0712401055,0.370242458208425,"L6","S9","210526013"
"L7.S9",26305.0715576543,27937.8468426805,0.941556867491601,"L7","S9","210526013"
"L8.S9",2690.89520824102,19986.2176108175,0.134637541762008,"L8","S9","210526013"
"L9.S9",15960.9853898506,27153.2461029927,0.587811318370938,"L9","S9","210526013"
