"RetentionTime","TIC","Mass","Intensity"
185.50098,586,43.9,586
185.787,595,44,595
186.07302,731,43.9,559
186.07302,731,206.8,171
186.35802,902,44,729
186.35802,902,206.9,173
186.64398,898,44,707
186.64398,898,207,191
186.93,819,44,599
186.93,819,207,219
187.21602,822,43.9,653
187.21602,822,207.1,168
187.50102,537,44,537
187.78698,643,43.9,643
188.073,1043,42.9,163
188.073,1043,44,666
188.073,1043,206.9,213
188.35902,551,43.9,551
188.64402,653,44,653
188.92998,1100,43.9,938
188.92998,1100,206.9,162
189.216,914,43.9,744
189.216,914,207.1,169
189.501,1049,43,152
189.501,1049,44,692
189.501,1049,207,204
189.78702,699,44,529
189.78702,699,207,170
190.07298,804,43.9,619
190.07298,804,206.9,185
190.359,666,44,666
190.644,1068,44,873
190.644,1068,207.1,194
190.93002,581,44,581
191.21598,840,44,687
191.21598,840,93.9,153
191.50098,598,43.9,598
191.787,750,44,750
192.07302,1003,44,788
192.07302,1003,206.9,215
192.35898,963,44,754
192.35898,963,207,209
192.64398,898,44,898
192.93,668,44,668
193.21602,1018,44,868
193.21602,1018,207,150
193.50102,809,44,536
193.50102,809,207.1,272
193.78698,767,44,767
194.073,530,43.9,530
194.35902,796,43.9,796
194.64402,710,44,710
194.92998,710,43.9,710
195.216,745,43.9,583
195.216,745,207.1,161
195.501,1006,44,774
195.501,1006,207.1,232
195.78702,728,44,728
196.07298,624,44,624
196.359,871,43.9,694
196.359,871,207.1,176
196.644,797,43.9,797
196.93002,742,44,742
197.21598,760,44.1,760
197.502,901,44,731
197.502,901,207.2,170
197.787,813,43.9,813
198.07302,511,44,511
198.35898,641,44,641
198.64398,721,44,721
198.93,649,44,649
199.21602,679,44,679
199.50198,934,44,737
199.50198,934,206.9,197
199.78698,875,44,705
199.78698,875,207.1,170
200.073,841,44,841
200.35902,550,44,550
200.64402,647,44,647
200.92998,577,44,577
201.216,727,43.9,727
201.50202,883,44,883
201.78702,583,44,583
202.07298,553,44,553
202.359,983,44,779
202.359,983,207,204
202.644,636,43.9,636
202.93002,573,44,573
203.21598,644,44.1,644
203.502,825,44,825
203.787,715,43.9,499
203.787,715,207,215
204.07302,888,44,735
204.07302,888,206.9,152
204.35898,670,44,670
204.64398,861,44,861
204.93,777,44.1,571
204.93,777,207,205
205.21602,1781,40.1,979
205.21602,1781,44.1,645
205.21602,1781,207,157
205.50198,991,43.9,991
205.78698,813,43.9,641
205.78698,813,207,172
206.073,650,43.9,650
206.35902,705,44,705
206.64402,980,44,792
206.64402,980,207.1,188
206.92998,757,44,757
207.216,699,44.1,699
207.50202,702,43.9,702
207.78702,676,44,676
208.07298,755,43.9,755
208.359,928,43.9,758
208.359,928,206.9,169
208.64502,696,44,696
208.93002,699,43.9,699
209.21598,616,44.1,616
209.502,1035,44,857
209.502,1035,207.1,178
209.787,670,44,670
210.07302,795,43.9,795
210.35898,859,44,681
210.35898,859,207,177
210.645,832,44,601
210.645,832,207,230
210.93,532,43.9,532
211.21602,1872,44,706
211.21602,1872,72.9,459
211.21602,1872,147.1,162
211.21602,1872,206.9,215
211.21602,1872,281,159
211.21602,1872,326.8,168
211.50198,2620,43.9,741
211.50198,2620,73,556
211.50198,2620,146.9,325
211.50198,2620,206.9,159
211.50198,2620,281,635
211.50198,2620,327,202
211.78698,2183,43.9,523
211.78698,2183,73.1,372
211.78698,2183,147.1,328
211.78698,2183,281,380
211.78698,2183,282,188
211.78698,2183,326.9,230
211.78698,2183,414.8,159
212.073,946,44,707
212.073,946,280.9,238
212.35902,859,44,859
212.64498,791,44,791
212.92998,888,44,888
213.216,864,44,708
213.216,864,207.1,155
213.50202,788,43.9,788
213.78702,622,44,622
214.07298,691,43.9,691
214.359,941,43.9,743
214.359,941,207,197
214.64502,706,43.9,706
214.93002,1007,43.9,853
214.93002,1007,207,154
215.21598,566,44,566
215.502,713,44,713
215.787,676,43.9,676
216.07302,886,43.9,886
216.35898,624,43.9,624
216.645,601,43.9,601
216.93,530,43.9,530
217.21602,747,43.9,747
217.50198,784,44,784
217.788,636,44,636
218.073,634,44,634
218.35902,717,43.9,717
218.64498,692,44,692
218.92998,797,44,604
218.92998,797,207,192
219.216,971,43.9,808
219.216,971,206.9,162
219.50202,703,44,703
