.wavelength	spc
236.35602	-121.840862038003
236.64198	216.81911658966
236.928	32.4703216075741
237.213	-26.8857435371358
237.49902	-127.251484351408
237.78498	138.374581238134
238.071	13.9924398852102
238.356	250.603718066058
238.64202	-185.794223479299
238.92798	46.80022179662
239.21298	-237.6114859395
239.499	74.9679338123854
239.78502	195.540084741501
240.07098	-158.894797571703
240.35598	-25.3351637237972
240.642	73.2160574929835
240.92802	370.760521497829
241.21302	104.29996975237
241.49898	-200.16871417679
241.785	137.355990816907
242.07102	-64.1257362522822
242.35602	57.3879377422213
242.64198	44.8937172015567
242.928	267.393205340613
243.21402	-105.113413434169
243.49902	-179.624218965048
243.78498	-194.142677021351
244.071	134.332893631507
244.356	135.804583526506
244.64202	78.2686921979675
244.92798	-66.2727016116266
245.214	190.180269595548
245.499	88.6297958750156
245.78502	-253.927965922318
246.07098	-225.490839278448
246.35598	64.9430719974989
246.642	126.369930542532
246.92802	-16.2081493634614
247.21398	-166.790947564041
247.49898	-172.376507237916
247.785	-168.968800897652
248.07102	-206.565643884011
248.35602	-128.164786700668
248.64198	142.229706632125
248.928	62.6198181292448
249.21402	38.0057834241252
249.49902	-157.610074923304
249.78498	842.768076759703
250.071	-334.857714129328
250.356	85.5150451795882
250.64202	20.8819760058682
250.92798	120.245561939412
251.214	208.605647269521
251.499	-87.0352241409332
251.78502	-170.681528539789
252.07098	24.669269876475
252.357	27.0170100310143
252.642	15.3642801636472
252.92802	-10.2934808550519
253.21398	100.046294770352
253.49898	-4.61425761167129
253.785	34.7203022894514
254.07102	-64.947635700574
254.35698	92.3820995970082
254.64198	231.711660969623
254.928	16.0364200624929
255.21402	420.358802299492
255.49902	30.6812669794895
255.78498	56.9991379383055
256.071	-119.685420092992
256.35702	-30.3722339448818
256.64202	-114.058812170231
256.92798	-163.749893795651
257.214	-225.44328526703
257.499	269.86366367788
257.78502	3.16597747842752
258.07098	-223.533744118422
258.357	-36.2358186105764
258.642	91.062392386807
258.92802	52.3558417412787
259.21398	-37.3528378080816
259.49898	1052.93857261898
259.785	-29.7748743326863
260.07102	5.50932935194214
260.35698	-46.2086892937257
260.64198	-22.926681486905
260.928	209.350340063816
261.21402	-120.375083145167
261.49902	-24.1003747746931
261.78498	-78.8306022265256
262.071	-394.563532036501
262.35702	-225.299068251916
262.64202	-84.03463051728
262.92798	253.224614973615
263.214	235.480928137191
263.50002	113.734407111044
263.78502	-76.0123273584477
264.07098	160.235480989093
264.357	8.48012684918626
264.642	-44.2755791054738
264.92802	187.962897030832
265.21398	-185.801641851062
265.5	-39.5695735714871
265.785	12.6619565805638
266.07102	-250.1126320142
266.35698	-191.890516268751
266.64198	-152.669313797481
266.928	1194.54547905635
267.21402	-107.243441695659
267.49998	115.964005749705
267.78498	-86.8297482440173
268.071	-148.630304034778
268.35702	-187.434912687495
268.64202	-263.240767505622
268.92798	33.946449631369
269.214	266.129189452552
269.50002	-283.692462844342
269.78502	21.4843620306244
270.07098	-12.3461304131376
270.357	-86.1813974145732
270.642	140.981699164844
270.92802	-56.8628702135927
271.21398	147.28802085557
271.5	-55.5660231286288
271.785	-184.421792339075
272.07102	28.7145486461864
272.35698	-114.153802473151
272.643	-185.027249272825
272.928	-232.90250787401
273.21402	-23.7858823577615
273.49998	-74.6741013670251
273.78498	-96.56438146143
274.071	-8.4629484076836
274.35702	104.633349508154
274.64298	34.7247327822317
274.92798	-21.185868892836
275.214	-197.104740504846
275.50002	-71.0285890410266
275.78502	77.0459494426132
276.07098	415.112489849653
276.357	-9.82601311836925
276.64302	-109.769321095511
276.92802	-79.7140016603605
277.21398	-173.666573485174
277.5	353.375979201848
277.785	-107.582662068362
278.07102	-95.549316257489
278.35698	-112.520313447218
278.643	-2.49603209903034
278.928	-227.472792033886
279.21402	75.5423743149654
279.49998	199.553121633707
279.78498	-84.4374526244249
280.071	99.5637273036489
280.35702	1106.560157273
280.64298	264.552008308133
280.92798	-192.457561789995
281.214	67.5243907190913
281.50002	-235.49857061665
281.78502	46.4771877829462
282.07098	-57.5554891814518
282.357	-117.593419016941
282.64302	-48.6364265833636
282.92802	186.319185227973
283.21398	-49.7339230711798
283.5	-181.792559357785
283.78602	22.143402185364
284.07102	63.0776910005748
284.35698	149.002810648828
284.643	-5.07798024341764
284.928	-88.1606660360676
285.21402	14.7469092054425
285.49998	-126.351253552567
285.786	-37.4557097210234
286.071	-62.5623523998895
286.35702	44.3208028645281
286.64298	113.197847346588
286.92798	-123.927730640461
287.214	-74.0637762500048
287.50002	-63.2062817028452
287.78598	-196.355014406991
288.07098	-86.5063334556785
288.357	-226.668248608395
288.64302	-31.8366600249792
288.92802	97.9926247196081
289.21398	-129.18853480359
289.5	-11.3764650442408
289.78602	22.4290720306703
290.07102	59.2323619452509
290.35698	161.02508368633
290.643	25.8109928129834
290.928	225.594697615259
291.21402	90.3674842640962
291.49998	-167.866048653911
291.786	-112.106419667309
292.071	-137.3489129834
292.35702	111.397576874046
292.64298	226.137749125367
292.929	-18.1289257923218
293.214	17.6023672540457
293.50002	-221.677453893759
293.78598	-151.963590683987
294.07098	-130.251960963977
294.357	-214.551518474172
294.64302	-274.857664841087
294.92898	130.829875116257
295.21398	-94.4847335834772
295.5	-52.8106103606272
295.78602	-167.142979896167
296.07102	-178.476957904023
296.35698	159.17828842249
296.643	-43.172943585733
296.92902	-21.5302736648441
297.21402	129.111269376343
297.49998	26.7423481561866
297.786	191.367338176574
298.071	-167.008441291654
298.35702	137.605260538694
298.64298	172.213748700682
298.929	-82.1834619906349
299.214	-38.5809704200212
299.50002	113.011318666098
299.78598	26.5987800321914
300.07098	-120.814080284707
300.357	219.762940467635
300.64302	171.334909849737
300.92898	-44.0978509163756
301.21398	31.4692143076159
301.5	129.026168834492
301.78602	123.578152213249
302.07102	-74.8696251582198
302.35698	-202.327199959574
302.643	-10.7899910725966
302.92902	-148.257673111617
303.21402	164.275034023138
303.49998	-99.2020419545256
303.786	-35.6842581218798
304.07202	53.8287171423256
304.35702	-49.6577569175547
304.64298	27.8460268938816
304.929	50.3447850997056
305.214	47.844242692749
305.50002	47.3336917378542
305.78598	36.8188454862247
306.072	-173.700898869518
306.357	73.7802528675502
306.64302	104.251461730879
306.92898	195.718510506702
307.21398	67.1862804553175
307.5	-54.3558420010907
307.78602	-55.9023481188447
308.07198	-26.4528974895891
308.35698	169.997355185743
308.643	-18.5624346856607
308.92902	-135.126805348809
309.21402	552.30977023682
309.49998	216.73635533782
309.786	55.1577999955853
310.07202	56.574357074976
310.35702	-91.0083767291674
310.64298	56.3985277967172
310.929	34.7999809955461
311.214	170.201968385522
311.50002	-223.407024980551
311.78598	-50.0210267607051
312.072	-29.6407910089183
312.357	8.73974973915256
312.64302	-7.89107152965448
312.92898	35.4728001537196
313.21398	-284.163530168729
313.5	130.188492715273
313.78602	-243.465360135052
314.07198	249.875185069063
314.35698	-183.784691613294
314.643	-9.45659864931122
314.92902	30.8653187568034
315.21498	-151.818660429039
315.49998	-35.5032773604826
315.786	50.7996875214371
316.07202	-49.9038229780526
316.35702	328.392226233538
316.64298	368.675926156589
316.929	59.9525766345835
317.21502	-55.777527791573
317.50002	-53.5082456118591
317.78598	-139.251663275091
318.072	-181.002395302002
318.357	-213.753860503427
318.64302	250.4813396345
318.92898	-40.2902314427929
319.215	-81.0693820197212
319.5	-116.849422296212
319.78602	-18.6431582957755
320.07198	-147.443918614907
320.35698	-260.246060622821
320.643	1.93782851108926
320.92902	126.114128204524
321.21498	-10.71680207482
321.49998	-232.549176672733
321.786	67.6042542626496
322.07202	140.750017462002
322.35702	-25.1052510632808
322.64298	245.025544305554
322.929	-145.851772247096
323.21502	-65.7368269557276
323.50002	69.3771264696381
323.78598	-235.523030156562
324.072	-17.4313756111469
324.35802	-164.347529641664
324.64302	72.7353653240227
324.92898	-213.196024652082
325.215	285.864340078857
325.5	-95.0760927663189
325.78602	-203.031107528091
326.07198	3.00674460071536
326.358	24.0367455942257
326.643	14.0664761923435
326.92902	62.0819384876531
327.21498	-62.9093051175773
327.49998	83.0991551475736
327.786	38.0935861831492
328.07202	-147.918791461894
328.35798	-71.9374481516463
328.64298	-5.95589008817433
328.929	-131.988037138587
329.21502	-286.026634966166
329.50002	-374.064588476271
329.78598	2008.8836728478
330.072	4594.82429567053
330.35802	3804.75743566793
330.64302	1383.69023133005
330.92898	931.608050301538
331.215	491.517129206252
331.5	350.425132758681
331.78602	-161.683186599558
332.07198	-75.8001860983734
332.358	-89.9270281476024
332.643	-111.055906889246
332.92902	-31.2023338812626
333.21498	-219.358527968108
333.49998	-67.5179206164596
333.786	-216.695790469521
334.07202	55.1152933721589
334.35798	-61.0845028853551
334.64298	-255.288494283023
334.929	6.48770343322894
335.21502	-150.74834376873
335.50098	-293.99646391395
335.78598	-118.249813526276
336.072	-166.524351639436
336.35802	-209.812337780363
336.64302	286.894160185561
336.92898	291.578912723488
337.215	-89.7511691144121
337.50102	45.9040979103665
337.78602	321.552854730217
338.07198	-273.821528960623
338.358	-35.2119638440299
338.643	-138.609651676163
338.92902	521.96793645111
339.21498	-182.470442975434
339.501	-74.926122755262
339.786	189.609946514453
340.07202	318.119819582148
340.35798	-83.3874975974841
340.64298	197.095673358345
340.929	-24.4484672275596
341.21502	-34.0112536985973
341.50098	-108.592452073242
341.78598	321.815855167348
342.072	-88.8046521486681
342.35802	196.554957362406
342.64302	-39.0961046080663
342.92898	-347.776573635816
343.215	-87.4784508998455
343.50102	172.798495632202
343.78602	100.063763936255
344.07198	-136.701965536373
344.358	-134.490432632523
344.64402	-151.301387568105
344.92902	-77.1250118864079
345.21498	-83.9812422937098
345.501	-37.8615408113344
345.786	-129.755239582177
346.07202	-7.68337864143973
346.35798	-122.635350473212
346.644	28.3872875963591
346.929	488.395624143534
347.21502	-415.632024670648
347.50098	-186.684624104703
347.78598	-158.75269881437
348.072	-75.8578417812248
348.35802	74.0106105637724
348.64398	-8.14694707577132
348.92898	-161.320703243374
349.215	535.467014531487
349.50102	203.22724611781
349.78602	736.97142311828
350.07198	343.676665130919
350.358	-67.6470782703598
350.64402	11.0006106394353
350.92902	-250.368448125586
351.21498	20.2219844799019
351.501	-2.21790035848699
351.786	59.3246534923778
352.07202	319.824515008012
352.35798	-72.7056356762748
352.644	-308.26766401227
352.929	12.1516550608319
353.21502	-268.473691583021
353.50098	-58.1305587462984
353.78598	-302.807646234571
354.072	-73.5308933600463
354.35802	-146.287582639466
354.64398	-112.077299470951
354.92898	-231.88831734203
355.215	191.25251791093
355.50102	181.358522473665
355.78698	-223.569713336098
356.07198	50.4801251396632
356.358	-40.5196532974992
356.64402	-380.555211918975
356.92902	-44.6122040562866
357.21498	-119.719040610431
357.501	293.136772871177
357.78702	125.95585667438
358.07202	-60.2469190873876
358.35798	-282.500977829276
358.644	-252.793366820008
358.929	12.8920740641308
359.21502	-99.4757752290679
359.50098	-41.8808266851572
359.787	-76.3250510004627
360.072	-19.7915730633331
360.35802	-0.312462572810773
360.64398	194.129058885076
360.92898	-83.4525543026982
361.215	-515.089243234229
361.50102	-232.76477862815
361.78698	-166.478266509258
362.07198	-9.2147625149621
362.358	-273.007283895816
362.64402	224.160952240863
362.92902	7.30728807236233
363.21498	8.39791700299224
363.501	-41.5520194121398
363.78702	-159.541589317154
364.07202	-133.552860786385
364.35798	-250.620705281365
364.644	-109.729454244434
364.93002	376.12188246024
365.21502	2652.95181060105
365.50098	2466.72435555835
365.787	1042.45568675735
366.072	-241.834168347935
366.35802	-129.183142801145
366.64398	222.428689562329
366.93	-214.001001353907
367.215	-84.4515786958957
367.50102	281.037874059889
367.78698	353.487891783453
368.07198	-136.083909735716
368.358	-137.716321718927
368.64402	-150.389545910928
368.92998	-93.1024499732323
369.21498	-181.836905463028
369.501	-113.63283504446
369.78702	-162.469859102168
370.07202	-445.327012341534
370.35798	135.754955976121
370.644	-332.205619207644
370.93002	-63.2075711351733
371.21502	49.770655159447
371.50098	-246.312833175423
371.787	-296.439181965635
372.072	-365.585119414768
372.35802	-355.794707919931
372.64398	-281.04470671846
372.93	-355.337439238541
373.215	-7.64856514924691
373.50102	-374.02288655042
373.78698	219.563833980954
374.07198	-387.86763285405
374.358	-481.361609126257
374.64402	-549.894774557145
374.92998	4.53462692247308
375.21498	73.9478531711304
375.501	516.299503612562
375.78702	2468.61345702116
376.07298	2119.89150106737
376.35798	134.155362004205
376.644	-357.64139797152
376.93002	-176.474362854219
377.21502	1315.68139935472
377.50098	8797.7786789861
377.787	18850.8391660101
378.07302	12711.8644165343
378.35802	4483.87960283492
378.64398	1092.83632099986
378.93	202.756662585426
379.215	-145.332353642596
379.50102	370.518641049795
379.78698	84.3365779612786
380.073	74.1185546948604
380.358	-173.10788976399
380.64402	-204.394370378083
380.92998	857.286565492917
381.21498	-211.041753856764
381.501	61.5698595079402
381.78702	-86.8523158261364
382.07298	-126.306600782646
382.35798	-8.76924386821383
382.644	-594.291990204232
382.93002	-423.848071422361
383.21502	-60.4102113019799
383.50098	181.969224067029
383.787	-516.685796807963
384.07302	-313.373517447758
384.35802	-512.066187369335
384.64398	-203.81707970506
384.93	627.398187669176
385.215	650.609331520037
385.50102	-114.239239449349
385.78698	-164.117888991511
386.073	112.970237669584
386.358	-84.9446658562097
386.64402	1299.08090690038
386.92998	1340.07707065007
387.216	1119.04059114701
387.501	118.001948251559
387.78702	-597.096455562123
388.07298	-110.224255004395
388.35798	83.6442391194655
388.644	-775.547533313055
388.93002	-464.770583607894
389.21598	-613.023234844895
389.50098	-160.279403647131
389.787	30.4034837108411
390.07302	-79.9451383277092
390.35802	-246.295386246999
390.64398	-578.705320119127
390.93	-538.148698233216
391.21602	-606.623742358632
391.50102	-167.099745234295
391.78698	-592.635192657644
392.073	-42.2029954260388
392.358	-169.770259162975
392.64402	30.6020829748304
392.92998	160.946849868757
393.216	26.2608009541946
393.501	-75.4227307680762
393.78702	-668.165510688778
394.07298	-532.934277361857
394.35798	-131.700895271103
394.644	269.474112424018
394.93002	135.622463872351
395.21598	279.746415747996
395.50098	-704.125506645252
395.787	-188.054252873499
396.07302	-71.0073579808641
396.35898	-624.982177953044
396.64398	154.050413105174
396.93	48.0288643150711
397.21602	-171.014012221355
397.50102	-279.045100438659
397.78698	-438.126380213725
398.073	-470.228618479935
398.35902	-380.349153359672
398.64402	704.545391961374
398.92998	-326.607479997477
399.216	-486.778294654044
399.501	-385.931589311797
399.78702	-48.1321120799544
400.07298	-263.344367966859
400.359	441.428619339023
400.644	13417.2225918818
400.93002	158219.972493666
401.21598	906589.714037619
401.50098	3201766.47725449
401.787	4740535.1988097
402.07302	2244590.91258711
402.35898	747201.621379154
402.64398	373838.355301681
402.93	228533.050817643
403.21602	157535.741921757
403.50102	117064.462671618
403.78698	91231.1494414348
404.073	73149.8323692275
404.35902	59330.5142511182
404.64402	50533.229159606
404.92998	43451.9134272607
405.216	36116.597217959
405.501	31801.3165386279
405.78702	28566.005798922
406.07298	24712.7010126672
406.359	23897.3991173457
406.644	19164.1360489107
406.93002	19072.8463430737
407.21598	16347.5659511625
407.502	14644.2918208961
407.787	12585.059766463
408.07302	12491.8045455697
408.35898	10150.5619962551
408.64398	9834.36198682814
408.93	9076.14144479295
409.21602	9439.93415991808
409.50198	7539.74290145317
409.78698	6883.59735829709
410.073	5698.434837409
410.35902	5142.28893962732
410.64402	6072.1930288777
410.92998	6641.08474648569
411.216	5934.99369781944
411.50202	4595.92263820573
411.78702	4766.90464669952
412.07298	3284.87790490225
412.359	3411.87177953262
412.644	4080.92100088376
412.93002	3127.9623400046
413.21598	3298.03058705512
413.502	2679.12283605687
413.787	2797.27342892041
414.07302	1878.41986230126
414.35898	2939.59654645264
414.64398	2044.83193583535
414.93	2178.06598838221
415.21602	2556.33096709784
415.50198	1998.62953660313
415.78698	2387.98974976721
416.073	1555.3524327775
416.35902	1070.74940790268
416.64498	2410.18331101494
416.92998	1602.68175106614
417.216	1923.18651561463
417.50202	1918.7289382241
417.78702	1212.33981575487
418.07298	1365.96169324047
418.359	1305.62199040192
418.64502	1452.32331157046
418.93002	1213.09586896091
419.21598	1686.88332979854
419.502	1483.71261064771
419.787	1807.61518157173
420.07302	1112.53392180596
420.35898	1864.50041424868
420.645	887.512129860331
420.93	1394.59983291301
421.21602	1965.70772779836
421.50198	1155.86670009923
421.78698	1192.10200034732
422.073	649.360539835215
422.35902	1571.67104044645
422.64498	960.035940858516
422.92998	669.479825504241
423.216	-25.0489441533227
423.50202	854.477613258554
423.78702	1228.08669059015
424.07298	232.727762183997
424.359	1218.42513445573
424.64502	1429.18119974302
424.93002	535.022314444806
425.21598	236.899563894919
425.502	1084.83652917072
425.787	565.860408919086
426.07302	1701.92210858591
426.35898	327.04898414534
426.645	280.238993499961
426.93	1043.5183628875
427.21602	1664.83982652178
427.50198	293.229776443598
427.788	116.686280951808
428.073	506.234543084274
428.35902	526.829075173309
428.64498	1386.49452196724
428.92998	792.250411366383
429.216	418.053347963028
429.50202	942.925765859353
429.78798	-240.131108618345
430.07298	370.901379288985
430.359	615.981755758597
430.64502	676.131464695789
430.93002	1580.3709618782
431.21598	82.6601680749441
431.502	464.017389651105
431.78802	263.44379486274
432.07302	940.958853532817
432.35898	376.524400904394
432.645	576.157872820679
432.93	161.879148764688
433.21602	801.650407052703
433.50198	517.491700957457
433.788	187.400828447443
434.073	562.396628889705
434.35902	-249.556754382018
434.64498	303.55965558465
434.92998	-223.239353562554
435.216	330.012647648642
435.50202	289.33270436184
435.78798	76.7215246424425
436.07298	-17.8069916813406
436.359	297.71546375913
436.64502	1028.30496622968
436.93098	383.962167589897
437.21598	121.700128381802
437.502	-28.5109920281898
437.78802	105.343926119979
438.07302	557.279061403575
438.35898	-234.734098474665
438.645	-176.682824814858
438.93102	354.433478931186
439.21602	211.628024914708
439.50198	110.87390372149
439.788	288.182781884247
440.073	9.56778649772286
440.35902	336.002550358474
440.64498	800.500359340668
440.931	591.059250963351
441.216	-117.308581814873
441.50202	-9.62773703351741
441.78798	298.114132085331
442.07298	-104.073532180134
442.359	401.786651689828
442.64502	586.705705701743
442.93098	-482.316235081508
443.21598	901.729538782391
443.502	434.822029974835
443.78802	417.971421527267
444.07302	564.18708552611
444.35898	105.449169178276
444.645	619.76609600316
444.93102	563.137953406063
445.21602	635.573330643599
445.50198	-20.9460980294671
445.788	504.58737545762
446.073	-140.817779558346
446.35902	278.82062625597
446.64498	-118.488822680991
446.931	258.252308008028
447.216	-27.9483017267389
447.50202	182.893001561635
447.78798	362.784024170914
448.074	475.723284604053
448.359	667.717726669343
448.64502	596.752399973964
448.93098	-659.165631329704
449.21598	563.968826216329
449.502	815.142231773948
449.78802	-163.639252362998
450.07398	-432.375863038795
450.35898	-100.062965042151
450.645	98.2871397311255
450.93102	-59.3200293051987
451.21602	558.120438328171
451.50198	50.5971001538019
451.788	164.11437668492
452.07402	-554.327982180654
452.35902	211.274470788765
452.64498	324.911553908738
452.931	-642.412693511755
453.216	-68.6939254482591
453.50202	54.0582271218859
453.78798	-84.1517934136859
454.074	205.675043829443
454.359	300.542523658043
454.64502	-37.5579204420683
454.93098	77.3775880557932
455.21598	40.3517501804427
455.502	50.3569901212995
455.78802	-466.603419505894
456.07398	509.470250714382
456.35898	-197.419723173116
456.645	-132.27997705687
456.93102	365.892255162932
457.21698	186.096655297714
457.50198	-58.6649222210872
457.788	528.601761220229
458.07402	-228.100994606895
458.35902	-303.771325483153
458.64498	385.585621920727
458.931	272.971548469249
459.21702	378.386110377332
459.50202	-308.169236225266
459.78798	-433.698838566077
460.074	164.798636871782
460.359	450.324472252759
460.64502	274.874793189401
460.93098	569.450938945062
461.217	-201.947797854854
461.502	148.679426037463
461.78802	-149.670595233042
462.07398	-478.996956973743
462.35898	-60.299293630042
462.645	434.419764074087
462.93102	-498.839200188433
463.21698	332.923322034834
463.50198	55.7074280657298
463.788	212.511087052349
464.07402	247.334569451904
464.35902	204.177863197945
464.64498	-113.960663822273
464.931	-458.081013899071
465.21702	342.816304816646
465.50202	-145.268962531437
465.78798	132.662094296121
466.074	-372.390702631074
466.359	53.5722834633029
466.64502	-2.44969543251545
466.93098	-399.456963671475
467.217	-114.450008727889
467.502	-237.429409710313
467.78802	679.604497756729
468.07398	29.651168559853
468.36	218.710137859678
468.645	-106.219360120683
468.93102	553.862696194678
469.21698	-130.044429851513
469.50198	-32.9415697278514
469.788	-0.828488609427495
470.07402	-189.706020960287
470.35998	198.425338034413
470.64498	187.564734375497
470.931	-145.287237424223
471.21702	-797.131439032296
471.50202	236.031157142811
471.78798	169.201301907872
472.074	40.378120011485
472.36002	-305.438801275512
472.64502	1318.74947641734
472.93098	96.943882790184
473.217	-401.856541831778
473.502	37.3470479131352
473.78802	-421.444267331461
474.07398	451.768369285761
474.36	-161.015330690688
474.645	-405.79657746011
474.93102	-529.574141370573
475.21698	86.6509773135367
475.50198	-552.12207853817
475.788	276.10813403063
476.07402	153.340672412574
476.35998	-431.424647787165
476.64498	-486.188710909771
476.931	-76.9500116925801
477.21702	461.290474111048
477.50202	-119.468254714705
477.78798	524.775343029215
478.074	-100.979625975927
478.36002	-390.733347621337
478.64502	190.513159100905
478.93098	-52.2385280673998
479.217	-343.989320165598
479.50302	-182.739393257348
479.78802	149.510277476287
480.07398	547.761356929389
480.36	-69.9870116777774
480.645	30.2641497601981
480.93102	126.51656954389
481.21698	204.769226773105
481.503	115.02215779135
481.788	347.274337197134
482.07402	-617.472499422464
482.35998	112.780622824143
482.64498	59.0328379963698
482.931	855.28582882613
483.21702	384.538622811046
483.50298	533.791097316324
483.78798	-32.9576100720292
484.074	-303.70583514304
484.36002	-309.454607714126
484.64502	143.795038304407
484.93098	19.0446961498442
485.217	-233.70656600744
485.50302	-223.458942480428
485.78802	98.7865487012064
486.07398	857.031472087694
486.36	396.274907721905
486.645	-18.4841967616708
486.93102	452.755741525132
487.21698	-271.006334194394
487.503	126.229534109079
487.788	-379.537674505916
488.07402	597.693564840265
488.35998	-242.077774632339
488.646	-55.8517387818347
488.931	411.370701423337
489.21702	-113.408952891431
489.50298	15.8083706086804
489.78798	-327.978076824522
490.074	-246.766893492542
490.36002	-113.558930405268
490.64598	-584.354311359498
490.93098	357.846256615174
491.217	-131.9559150935
491.50302	512.238368397052
491.78802	554.428352489971
492.07398	30.6152772709133
492.36	-97.2015464771794
492.64602	-262.022239582112
492.93102	433.152498502625
493.21698	-750.676195259003
493.503	-62.5089491668741
493.788	804.653561261962
494.07402	100.812434423337
494.35998	64.966984239441
494.646	210.117210546958
494.931	-150.737496598424
495.21702	141.403837957545
495.50298	-186.459406944597
495.78798	-466.327701992233
496.074	418.799801534573
496.36002	-186.077441028699
496.64598	0.0404810549343892
496.93098	155.153157759496
497.217	40.2613055270053
497.50302	-76.6355526693405
497.78802	372.462167419279
498.07398	12.5550307870826
498.36	150.642591476038
498.64602	67.7247033544613
498.93102	48.8009774339771
499.21698	366.871819695872
499.503	21.9368507968065
499.78902	618.995929172702
500.07402	133.048750669268
500.35998	-357.90444150758
500.646	-295.863953749935
500.931	298.169967627749
501.21702	111.197439707933
501.50298	-571.781800240487
501.789	-66.7678695814006
502.074	-445.760911816904
502.36002	499.238988286585
502.64598	73.2316253328186
502.93098	438.21688333633
503.217	438.19447890944
503.50302	273.164272258291
