D:\MassHunter\GCMS\1\data\SPS_Analysis\210913036.D Tue Sep 14 19:04:23 2021
Start of data points
3.09277,3242
3.09848,3634
3.10420,3144
3.10993,2128
3.11565,2689
3.12137,1543
3.12710,1325
3.13282,1476
3.13853,1477
3.14427,1384
3.14998,1921
3.15570,1187
3.16143,1650
3.16715,1430
3.17287,1715
3.17858,2583
3.18432,2220
3.19003,3180
3.19575,7075
3.20148,13707
3.20720,20807
3.21292,23692
3.21865,22639
3.22437,20354
3.23008,18359
3.23582,18549
3.24153,16083
3.24725,15965
3.25298,12376
3.25870,8341
3.26442,4791
3.27015,2542
3.27587,1390
3.28158,1653
3.28732,1290
3.29303,1383
3.29875,750
3.30447,661
3.31020,505
3.31592,828
3.32163,624
3.32737,569
3.33308,383
3.33880,359
3.34453,855
3.35025,446
3.35597,712
3.36170,1022
3.36742,916
3.37313,781
3.37887,341
3.38458,350
3.39030,577
3.39603,773
3.40175,799
3.40747,611
3.41320,904
3.41892,1046
3.42463,1101
3.43035,1198
3.43608,6485
3.44180,20000
3.44752,35399
3.45325,44890
3.45897,44968
3.46468,30044
3.47042,17559
3.47613,7761
3.48185,4150
3.48758,1661
3.49330,1680
3.49902,1277
3.50475,1132
3.51047,571
3.51618,1425
3.52192,737
3.52763,1397
3.53335,1779
3.53908,2027
3.54480,1057
3.55052,1401
3.55623,1791
3.56197,2828
3.56768,3835
3.57340,112306
3.57913,264682
3.58485,243565
3.59057,164820
3.59630,102633
3.60202,64304
3.60773,40585
3.61347,29177
3.61918,22257
3.62490,17164
3.63063,14678
3.63635,12650
3.64207,11138
3.64780,10223
3.65352,8616
3.65923,7523
3.66497,6636
3.67068,6000
3.67640,4886
3.68212,4603
3.68785,4975
3.69357,4784
3.69928,4084
3.70502,3591
3.71073,4058
3.71645,3410
3.72218,3079
3.72790,3408
3.73362,3871
3.73935,2745
3.74507,3380
3.75078,4522
3.75652,4472
3.76223,4951
3.76795,4169
3.77368,3325
3.77940,3126
3.78512,3185
3.79085,2677
3.79657,1941
3.80228,2173
3.80800,2371
3.81373,2678
3.81945,1782
3.82517,1848
3.83090,1387
3.83662,1759
3.84233,4505
3.84807,10515
3.85378,20836
3.85950,22191
3.86523,16656
3.87095,10199
3.87667,6571
3.88240,4813
3.88812,3229
3.89383,2864
3.89957,2722
3.90528,1628
3.91100,1606
3.91673,1472
3.92245,1847
3.92817,1864
3.93388,1483
3.93962,1855
3.94533,1174
3.95105,1350
3.95678,727
3.96250,1005
3.96822,1508
3.97395,1130
3.97967,1325
3.98538,1448
3.99112,1690
3.99683,3396
4.00255,7292
4.00828,18371
4.01400,41092
4.01972,48401
4.02545,31685
4.03117,12456
4.03688,7170
4.04262,4805
4.04833,3896
4.05405,3990
4.05977,3832
4.06550,2760
4.07122,3140
4.07693,2144
4.08267,2944
4.08838,3134
4.09410,4021
4.09983,2519
4.10555,2245
4.11127,1870
4.11700,1787
4.12272,1910
4.12843,1999
4.13417,1859
4.13988,1480
4.14560,1984
4.15133,1342
4.15705,1725
4.16277,1973
4.16850,1878
4.17422,1950
4.17993,1845
4.18565,1495
4.19138,1183
4.19710,1702
4.20282,1718
4.20855,1934
4.21427,1534
4.21998,2032
4.22572,1635
4.23143,1904
4.23715,1833
4.24288,4097
4.24860,6571
4.25432,6006
4.26005,3093
4.26577,1554
4.27148,2380
4.27722,1338
4.28293,2596
4.28865,2637
4.29438,3470
